"id","dial","created_at","updated_at","verified","points","phone_verify","is_subscribe"
"34","886","30/3/2017 15:34:25","8/4/2019 16:50:37","1","0","1","0"
"35","886","31/3/2017 12:02:46","14/8/2019 09:57:15","1","0","1","0"
"36","886","31/3/2017 13:14:26","27/9/2018 19:14:41","1","0","1","0"
"37","886","31/3/2017 14:40:21","20/6/2018 02:26:30","0","0","0","0"
"38","886","5/4/2017 03:28:49","17/3/2019 22:23:11","1","0","1","0"
"39","886","5/4/2017 15:44:50","11/9/2019 18:18:44","1","0","1","0"
"40","886","6/4/2017 04:58:11","20/6/2018 02:26:32","0","0","0","0"
"41","886","6/4/2017 09:46:00","20/6/2018 02:26:33","0","0","0","0"
"42","886","6/4/2017 14:33:48","11/8/2019 16:43:18","0","0","0","0"
"43","886","6/4/2017 15:56:56","20/6/2018 02:26:35","1","0","1","0"
"44","886","7/4/2017 13:40:23","1/10/2019 21:33:37","1","0","1","0"
"45","886","8/4/2017 17:38:52","20/6/2019 19:43:18","1","1000","1","0"
"46","886","10/4/2017 02:30:55","20/6/2018 02:26:37","0","0","0","0"
"47","886","10/4/2017 07:20:38","20/6/2018 02:26:38","0","0","0","0"
"48","886","13/4/2017 16:10:24","20/6/2018 02:26:39","0","0","0","0"
"49","886","14/4/2017 02:45:24","20/6/2018 02:26:40","0","0","0","0"
"50","886","14/4/2017 03:18:36","20/6/2018 02:26:41","0","0","0","0"
"51","886","14/4/2017 07:23:12","1/8/2019 12:18:41","1","0","1","0"
"52","886","15/4/2017 04:55:03","20/6/2018 02:26:42","1","0","0","0"
"53","886","15/4/2017 06:56:01","20/6/2018 02:26:43","0","0","0","0"
"54","886","16/4/2017 12:14:07","20/6/2018 02:26:44","1","0","0","0"
"55","886","17/4/2017 01:26:18","20/6/2018 02:26:45","0","0","0","0"
"56","886","19/4/2017 04:23:08","20/6/2018 02:26:46","0","0","0","0"
"57","886","19/4/2017 10:17:03","20/6/2018 02:26:47","0","0","0","0"
"58","886","19/4/2017 16:10:46","20/6/2018 02:26:48","0","0","0","0"
"59","886","21/4/2017 01:58:50","20/6/2018 02:26:48","0","0","0","0"
"60","886","21/4/2017 03:46:19","20/6/2018 02:26:49","0","0","0","0"
"61","886","21/4/2017 12:14:41","20/6/2018 02:26:50","0","0","0","0"
"62","886","23/4/2017 13:25:00","20/6/2018 02:26:51","0","0","0","0"
"63","886","25/4/2017 02:12:07","20/6/2018 02:26:52","0","0","0","0"
"64","886","25/4/2017 15:49:48","20/6/2018 02:26:53","0","0","0","0"
"65","886","26/4/2017 09:19:21","20/6/2018 02:26:54","0","0","0","0"
"66","886","27/4/2017 13:46:50","20/6/2018 02:26:54","0","0","0","0"
"67","886","29/4/2017 20:51:28","17/8/2018 01:25:24","1","0","1","0"
"68","886","30/4/2017 05:44:13","20/6/2018 02:26:56","0","0","0","0"
"69","886","2/5/2017 01:55:03","20/6/2018 02:26:57","1","0","0","0"
"70","886","2/5/2017 16:00:02","20/6/2018 02:26:58","0","0","0","0"
"71","886","3/5/2017 02:47:25","20/6/2018 02:26:59","0","0","0","0"
"72","886","3/5/2017 08:30:37","20/6/2018 02:27:00","0","0","0","0"
"73","886","6/5/2017 13:53:03","1/8/2018 22:59:58","1","0","1","0"
"74","886","6/5/2017 15:45:53","20/6/2018 02:27:02","0","0","0","0"
"75","886","7/5/2017 12:30:10","20/6/2018 02:27:03","0","0","0","0"
"76","886","8/5/2017 12:55:01","20/6/2018 02:27:03","0","0","0","0"
"77","886","9/5/2017 06:13:55","20/6/2018 02:27:04","0","0","0","0"
"78","886","9/5/2017 09:17:58","20/6/2018 02:27:05","1","0","0","0"
"79","886","9/5/2017 14:33:39","20/6/2018 02:27:06","0","0","0","0"
"80","886","10/5/2017 06:14:51","27/10/2019 07:37:24","1","0","1","0"
"81","886","14/5/2017 09:47:09","19/8/2019 20:05:06","1","0","1","0"
"82","886","15/5/2017 00:44:57","24/10/2018 10:45:40","1","0","1","0"
"83","886","16/5/2017 05:06:15","20/6/2018 02:27:10","0","0","0","0"
"84","886","18/5/2017 13:32:54","20/6/2018 02:27:10","0","0","0","0"
"85","886","19/5/2017 11:38:00","7/7/2019 21:22:55","1","0","1","0"
"86","886","19/5/2017 13:32:04","13/4/2019 10:11:50","1","0","1","0"
"87","886","20/5/2017 06:33:20","20/6/2018 02:27:13","0","0","0","0"
"88","886","20/5/2017 12:13:05","30/6/2019 17:26:18","1","0","1","0"
"89","886","21/5/2017 03:24:28","20/6/2018 02:27:15","0","0","0","0"
"90","886","22/5/2017 04:08:57","20/6/2018 02:27:16","0","0","0","0"
"91","886","22/5/2017 09:18:23","20/6/2018 02:27:16","0","0","0","0"
"92","886","22/5/2017 16:54:57","20/6/2018 02:27:17","0","0","0","0"
"93","886","23/5/2017 02:16:35","20/6/2018 02:27:18","0","0","0","0"
"94","886","23/5/2017 07:17:26","20/6/2018 02:27:19","1","0","0","0"
"95","886","24/5/2017 02:38:01","26/3/2019 15:45:32","1","0","1","0"
"96","886","25/5/2017 08:41:26","26/8/2019 14:51:33","1","10680","1","0"
"97","886","25/5/2017 09:15:24","20/6/2018 02:27:22","0","0","0","0"
"98","886","26/5/2017 16:34:54","10/7/2019 11:03:59","1","0","1","0"
"99","886","26/5/2017 17:01:56","20/6/2018 02:27:24","1","0","0","0"
"100","886","28/5/2017 22:46:31","17/11/2019 20:18:27","1","13600","1","0"
"101","886","29/5/2017 03:10:23","20/6/2018 02:27:25","1","0","1","0"
"102","886","29/5/2017 06:08:45","20/6/2018 02:27:26","1","0","1","0"
"103","886","30/5/2017 15:12:29","19/6/2019 16:51:45","1","0","1","0"
"104","886","30/5/2017 16:11:29","20/6/2018 02:27:28","0","0","0","0"
"105","886","1/6/2017 03:21:51","23/6/2019 15:30:52","1","0","1","0"
"106","886","1/6/2017 11:49:42","5/6/2019 23:25:56","1","0","1","0"
"107","886","1/6/2017 12:07:36","24/5/2019 13:53:16","1","0","1","0"
"108","886","1/6/2017 17:36:44","28/1/2019 00:36:25","0","0","0","0"
"109","886","2/6/2017 05:57:11","20/6/2018 02:27:32","1","0","0","0"
"110","886","5/6/2017 05:59:02","20/6/2018 02:27:33","0","0","0","0"
"111","886","5/6/2017 09:31:59","20/6/2018 02:27:34","1","0","0","0"
"112","886","6/6/2017 02:28:42","20/6/2018 02:27:35","0","0","0","0"
"113","886","7/6/2017 06:36:08","20/6/2018 02:27:36","0","0","0","0"
"114","886","7/6/2017 14:22:07","20/6/2018 02:27:37","1","0","1","0"
"115","886","8/6/2017 03:21:19","20/6/2018 02:27:38","0","0","0","0"
"116","886","8/6/2017 04:02:21","20/6/2018 02:27:38","1","0","0","0"
"117","886","10/6/2017 13:12:44","20/6/2018 02:27:39","0","0","0","0"
"118","886","10/6/2017 16:06:27","7/8/2019 15:42:19","1","45","1","0"
"119","886","12/6/2017 06:49:36","30/7/2018 17:05:31","1","0","1","0"
"120","886","12/6/2017 09:39:44","20/6/2018 02:27:42","0","0","0","0"
"121","886","13/6/2017 10:48:10","21/10/2019 11:57:49","1","1480","1","0"
"122","886","13/6/2017 13:35:58","20/6/2018 02:27:44","1","0","0","0"
"123","886","13/6/2017 17:21:46","8/5/2019 10:40:14","1","0","1","0"
"124","886","14/6/2017 07:45:52","28/10/2019 17:01:31","1","0","1","0"
"125","886","14/6/2017 12:49:55","27/3/2019 22:40:21","1","0","0","0"
"126","886","15/6/2017 11:05:39","20/6/2018 02:27:47","0","0","0","0"
"127","886","16/6/2017 01:27:22","20/6/2018 02:27:48","0","0","0","0"
"128","886","16/6/2017 02:56:33","20/6/2018 02:27:49","0","0","0","0"
"129","886","16/6/2017 13:39:26","20/6/2018 02:27:50","0","0","0","0"
"130","886","18/6/2017 08:48:26","20/6/2018 02:27:51","0","0","0","0"
"131","886","18/6/2017 12:15:04","20/6/2018 02:27:52","0","0","0","0"
"132","886","18/6/2017 15:39:57","20/6/2018 02:27:53","0","0","0","0"
"133","886","19/6/2017 01:46:43","20/6/2018 02:27:53","1","0","0","0"
"134","886","20/6/2017 11:16:47","20/6/2018 02:27:54","0","0","0","0"
"135","886","21/6/2017 01:13:15","20/6/2018 02:27:55","0","0","0","0"
"136","886","21/6/2017 10:38:18","20/6/2018 02:27:56","0","0","0","0"
"137","886","22/6/2017 01:43:35","29/4/2019 22:40:24","1","0","0","0"
"138","886","22/6/2017 02:37:46","1/11/2018 13:16:14","1","0","1","0"
"139","886","22/6/2017 06:33:33","19/3/2019 11:12:16","1","0","1","0"
"140","886","22/6/2017 10:16:49","11/6/2019 16:52:57","1","0","1","0"
"141","886","22/6/2017 11:59:29","20/6/2018 02:28:00","1","390","1","0"
"142","886","22/6/2017 15:04:05","20/6/2018 02:28:01","0","0","0","0"
"143","886","22/6/2017 15:59:40","20/6/2018 02:28:02","0","0","0","0"
"144","886","22/6/2017 16:58:31","20/6/2018 02:28:03","0","0","0","0"
"145","886","22/6/2017 17:34:47","20/6/2018 02:28:04","0","0","0","0"
"146","886","23/6/2017 00:52:58","15/3/2019 17:49:59","1","0","1","0"
"147","886","23/6/2017 02:25:08","5/11/2019 16:10:35","1","0","1","1"
"148","886","23/6/2017 02:53:54","20/6/2018 02:28:06","0","0","0","0"
"149","886","23/6/2017 03:08:55","20/6/2018 02:28:07","0","0","0","0"
"150","886","23/6/2017 03:16:17","12/8/2019 13:18:23","1","0","1","0"
"151","886","23/6/2017 03:37:42","20/6/2018 02:28:09","1","0","1","0"
"152","886","23/6/2017 03:45:53","3/5/2019 06:01:07","1","0","1","0"
"153","886","24/6/2017 01:31:28","20/6/2018 02:28:11","1","0","0","0"
"154","886","24/6/2017 02:07:08","20/6/2018 02:28:13","0","0","0","0"
"155","886","24/6/2017 14:53:39","20/6/2018 02:28:14","0","0","0","0"
"156","886","26/6/2017 07:18:34","20/6/2018 02:28:15","0","0","0","0"
"157","886","26/6/2017 07:30:21","20/6/2018 02:28:16","0","0","0","0"
"158","886","26/6/2017 09:11:34","20/6/2018 02:28:17","0","0","0","0"
"159","886","27/6/2017 17:02:59","20/6/2018 02:28:18","1","0","0","0"
"160","886","28/6/2017 04:40:14","20/6/2018 02:28:18","0","0","0","0"
"161","886","28/6/2017 13:13:32","20/6/2018 02:28:19","0","0","0","0"
"162","886","29/6/2017 09:54:53","20/6/2018 02:28:20","0","0","0","0"
"163","886","29/6/2017 10:10:45","20/6/2018 02:28:21","0","0","0","0"
"164","886","29/6/2017 11:20:59","20/6/2018 02:28:22","0","0","0","0"
"165","886","30/6/2017 02:12:11","20/6/2018 02:28:23","0","0","0","0"
"166","886","30/6/2017 03:14:21","20/6/2018 02:28:24","0","0","0","0"
"167","886","30/6/2017 08:08:03","20/7/2019 11:38:24","1","0","1","0"
"168","886","30/6/2017 09:19:10","20/7/2019 22:19:02","1","0","1","0"
"169","886","1/7/2017 03:54:27","20/6/2018 02:28:26","0","0","0","0"
"170","886","1/7/2017 09:08:59","20/6/2018 02:28:27","0","0","0","0"
"171","886","3/7/2017 05:05:48","20/6/2018 02:28:28","0","0","0","0"
"172","886","3/7/2017 06:14:54","20/6/2018 02:28:29","0","0","0","0"
"173","886","3/7/2017 07:17:38","20/6/2018 02:28:30","0","0","0","0"
"174","886","4/7/2017 05:16:04","20/6/2018 02:28:31","1","0","0","0"
"175","886","5/7/2017 03:25:06","20/6/2018 02:28:32","1","0","1","0"
"176","886","5/7/2017 06:11:39","20/6/2018 02:28:32","0","0","0","0"
"177","886","5/7/2017 07:11:27","28/7/2018 21:09:30","1","0","1","0"
"178","886","5/7/2017 10:22:23","20/6/2018 02:28:34","0","0","0","0"
"179","886","5/7/2017 15:20:27","12/7/2018 18:04:25","1","0","1","0"
"180","886","6/7/2017 02:16:04","20/6/2018 02:28:36","1","0","0","0"
"181","886","6/7/2017 03:21:52","2/10/2019 11:24:46","1","0","1","0"
"182","886","6/7/2017 07:56:12","20/6/2018 02:28:38","1","0","0","0"
"183","886","7/7/2017 06:51:56","21/6/2019 15:23:19","1","0","1","0"
"184","886","7/7/2017 14:39:21","20/6/2018 02:28:39","0","0","0","0"
"185","886","10/7/2017 07:10:29","20/6/2018 02:28:40","0","0","0","0"
"186","886","10/7/2017 09:01:09","20/6/2018 02:28:41","0","0","0","0"
"187","886","10/7/2017 11:40:40","20/6/2018 02:28:42","0","0","0","0"
"188","886","10/7/2017 14:45:54","20/6/2018 02:28:43","0","0","0","0"
"189","886","10/7/2017 15:05:12","20/6/2018 02:28:44","0","0","0","0"
"190","886","10/7/2017 16:30:13","18/3/2019 11:06:34","1","11","1","0"
"191","886","11/7/2017 13:17:24","9/5/2019 11:09:03","1","0","1","0"
"192","886","12/7/2017 02:07:09","20/6/2018 02:28:46","0","0","0","0"
"193","886","12/7/2017 05:12:19","20/6/2018 02:28:47","0","0","0","0"
"194","886","12/7/2017 17:23:28","22/8/2019 12:11:22","1","0","1","0"
"195","886","13/7/2017 03:03:04","20/6/2018 02:28:49","0","0","0","0"
"196","886","13/7/2017 12:11:13","13/9/2019 15:01:21","1","0","1","0"
"197","886","13/7/2017 16:02:31","20/6/2018 02:28:51","0","0","0","0"
"198","886","14/7/2017 02:44:39","20/6/2018 02:28:51","0","0","0","0"
"199","886","14/7/2017 04:31:06","20/6/2018 02:28:52","0","0","0","0"
"200","886","14/7/2017 09:16:15","20/6/2018 02:28:53","0","0","0","0"
"201","886","15/7/2017 01:36:03","20/6/2018 02:28:54","1","0","1","0"
"202","886","15/7/2017 07:32:31","30/9/2018 16:00:57","1","0","1","0"
"203","886","16/7/2017 09:48:43","20/6/2018 02:28:56","0","0","0","0"
"204","886","16/7/2017 15:58:33","20/6/2018 02:28:57","0","0","0","0"
"205","886","17/7/2017 01:57:51","20/6/2018 02:28:58","0","0","0","0"
"206","886","18/7/2017 04:12:16","20/6/2018 02:28:59","0","0","0","0"
"207","886","19/7/2017 03:59:35","20/6/2018 02:28:59","0","0","0","0"
"208","886","19/7/2017 06:06:44","21/3/2019 15:59:53","1","0","1","0"
"209","886","19/7/2017 11:09:04","24/10/2018 00:51:02","1","0","1","0"
"210","886","20/7/2017 10:23:13","1/9/2018 22:35:31","1","0","1","0"
"211","886","20/7/2017 17:44:50","12/4/2019 10:38:37","1","0","1","0"
"212","886","21/7/2017 02:00:34","20/6/2018 02:29:04","0","1000","0","0"
"213","886","21/7/2017 02:52:04","30/7/2019 08:55:42","1","0","1","0"
"214","886","21/7/2017 14:23:06","20/6/2018 02:29:06","1","0","1","0"
"215","886","22/7/2017 11:52:35","20/6/2018 02:29:07","0","0","0","0"
"216","886","24/7/2017 11:51:14","20/6/2018 02:29:07","0","0","0","0"
"217","886","24/7/2017 15:54:59","6/6/2019 03:56:56","1","0","1","0"
"218","886","25/7/2017 17:14:00","20/6/2018 02:29:09","0","0","0","0"
"219","886","26/7/2017 23:12:51","20/6/2018 02:29:10","0","0","0","0"
"220","886","27/7/2017 05:37:09","20/6/2018 02:29:11","1","0","0","0"
"221","886","27/7/2017 08:29:16","20/6/2018 02:29:12","0","0","0","0"
"222","886","29/7/2017 08:41:01","20/6/2018 02:29:13","0","0","0","0"
"223","886","29/7/2017 10:42:07","20/6/2018 02:29:14","0","0","0","0"
"224","886","30/7/2017 06:55:23","10/7/2018 12:39:11","1","0","1","0"
"225","886","31/7/2017 13:20:52","20/6/2018 02:29:15","0","0","0","0"
"226","886","31/7/2017 14:19:07","20/6/2018 02:29:16","0","0","0","0"
"227","886","1/8/2017 04:02:07","20/6/2018 02:29:17","0","0","0","0"
"228","886","1/8/2017 04:09:06","18/3/2019 21:58:24","1","0","1","0"
"229","886","1/8/2017 11:28:27","20/6/2018 02:29:19","1","0","0","0"
"230","886","2/8/2017 05:46:41","20/6/2018 02:29:20","0","0","0","0"
"231","886","2/8/2017 08:32:07","24/5/2019 01:04:31","1","0","1","0"
"232","886","2/8/2017 22:10:01","20/5/2019 15:31:34","1","0","1","0"
"233","886","3/8/2017 01:26:27","20/6/2018 02:29:22","0","0","0","0"
"234","886","3/8/2017 08:56:11","6/8/2019 16:50:40","1","0","1","0"
"235","886","3/8/2017 10:51:58","23/3/2019 11:26:32","1","0","1","0"
"236","886","3/8/2017 14:19:11","20/6/2018 02:29:25","0","0","0","0"
"237","886","4/8/2017 01:28:32","28/3/2019 08:07:54","1","0","1","0"
"238","886","4/8/2017 02:09:27","20/6/2018 02:29:27","1","0","0","0"
"239","886","4/8/2017 16:44:52","20/6/2018 02:29:27","1","0","1","0"
"240","886","4/8/2017 16:47:02","25/8/2019 15:11:51","1","660","1","0"
"241","886","5/8/2017 22:08:34","21/5/2019 13:30:04","1","0","1","0"
"242","886","5/8/2017 23:49:44","20/6/2018 02:29:30","0","0","0","0"
"243","886","6/8/2017 15:03:25","20/6/2018 02:29:31","0","0","0","0"
"244","886","8/8/2017 00:33:58","20/6/2018 02:29:32","0","0","0","0"
"245","886","8/8/2017 09:05:34","20/6/2018 02:29:33","1","0","0","0"
"246","886","8/8/2017 16:24:24","20/6/2018 02:29:34","0","0","0","0"
"247","886","8/8/2017 18:25:43","20/6/2018 02:29:35","0","0","0","0"
"248","886","9/8/2017 01:47:57","20/6/2018 02:29:36","1","0","0","0"
"249","886","9/8/2017 10:15:18","20/6/2018 02:29:37","0","0","0","0"
"250","886","9/8/2017 17:00:33","20/6/2018 02:29:37","1","0","0","0"
"251","886","10/8/2017 12:53:58","20/6/2018 02:29:38","1","0","0","0"
"252","886","10/8/2017 14:32:40","20/6/2018 02:29:39","0","0","0","0"
"253","886","10/8/2017 15:27:31","20/6/2018 02:29:40","1","0","1","0"
"254","886","10/8/2017 17:57:16","15/7/2019 12:31:59","1","0","0","0"
"255","886","11/8/2017 12:17:04","20/6/2018 02:29:42","0","0","0","0"
"256","886","11/8/2017 14:43:42","20/6/2018 02:29:43","0","0","0","0"
"257","886","11/8/2017 19:08:55","20/6/2018 02:29:44","0","0","0","0"
"258","886","12/8/2017 09:55:25","20/6/2018 02:29:45","1","0","0","0"
"259","886","12/8/2017 15:29:36","20/6/2018 02:29:46","0","0","0","0"
"260","886","13/8/2017 16:24:18","20/6/2018 02:29:47","0","0","0","0"
"261","886","13/8/2017 17:39:11","20/6/2018 02:29:47","0","0","0","0"
"262","886","13/8/2017 23:24:10","22/3/2019 15:34:06","1","0","1","0"
"263","886","14/8/2017 09:37:10","15/10/2019 15:36:52","1","0","1","0"
"264","886","14/8/2017 11:58:31","20/6/2018 02:29:50","1","0","0","0"
"265","886","14/8/2017 15:10:19","20/6/2018 02:29:51","1","0","0","0"
"266","886","15/8/2017 19:09:49","20/6/2018 02:29:52","0","0","0","0"
"267","886","16/8/2017 08:53:23","31/3/2019 17:04:09","1","0","1","0"
"268","886","17/8/2017 10:31:12","20/6/2018 02:29:53","0","0","0","0"
"269","886","17/8/2017 13:10:50","20/6/2018 02:29:54","1","0","0","0"
"270","886","17/8/2017 16:56:39","20/6/2018 02:29:55","1","0","0","0"
"271","886","17/8/2017 17:28:16","10/7/2018 17:49:24","1","0","1","0"
"272","886","18/8/2017 04:52:00","16/3/2019 00:46:28","1","0","1","0"
"273","886","18/8/2017 14:06:12","20/6/2018 02:29:58","0","0","0","0"
"274","886","18/8/2017 14:26:26","20/6/2018 02:29:59","0","0","0","0"
"275","886","18/8/2017 15:07:47","20/6/2018 02:30:00","1","0","0","0"
"276","886","19/8/2017 18:06:37","20/6/2018 02:30:01","0","0","0","0"
"277","886","19/8/2017 19:04:19","20/6/2018 02:30:02","0","0","0","0"
"278","886","20/8/2017 09:01:53","20/6/2018 02:30:03","1","0","1","0"
"279","886","20/8/2017 16:09:57","20/6/2018 02:30:03","0","0","0","0"
"280","886","20/8/2017 16:13:46","20/6/2018 02:30:04","0","0","0","0"
"281","886","20/8/2017 16:16:05","20/6/2018 02:30:05","0","0","0","0"
"282","886","21/8/2017 13:41:42","20/6/2018 02:30:06","0","0","0","0"
"283","886","21/8/2017 14:48:20","20/6/2018 02:30:07","0","0","0","0"
"284","886","22/8/2017 09:29:09","20/6/2018 02:30:08","0","0","0","0"
"285","886","22/8/2017 11:39:01","1/10/2018 12:58:43","1","0","1","0"
"286","886","22/8/2017 15:22:29","20/6/2018 02:30:10","0","0","0","0"
"287","886","22/8/2017 17:28:30","20/6/2018 02:30:11","0","0","0","0"
"288","886","22/8/2017 19:43:33","20/6/2018 02:30:11","0","0","0","0"
"289","886","22/8/2017 21:18:36","20/6/2018 02:30:12","1","0","0","0"
"290","886","24/8/2017 14:14:58","20/6/2018 02:30:13","0","0","0","0"
"291","886","25/8/2017 11:03:47","20/6/2018 02:30:14","0","0","0","0"
"292","886","25/8/2017 11:37:14","20/6/2018 02:30:15","0","0","0","0"
"293","886","25/8/2017 21:50:30","16/1/2019 23:57:46","1","0","1","0"
"294","886","27/8/2017 21:40:21","2/10/2019 20:39:53","1","10531","1","0"
"295","886","27/8/2017 22:49:39","7/11/2019 23:06:06","1","77","1","0"
"296","886","27/8/2017 23:39:12","20/6/2018 02:30:18","1","0","0","0"
"297","886","28/8/2017 13:54:59","20/6/2018 02:30:19","0","0","0","0"
"298","886","28/8/2017 14:51:02","22/8/2018 12:14:25","1","0","1","0"
"299","886","28/8/2017 17:01:36","20/6/2018 02:30:21","1","0","0","0"
"300","886","29/8/2017 01:05:43","20/6/2018 02:30:22","1","0","0","0"
"301","886","29/8/2017 12:14:46","20/6/2018 02:30:23","0","0","0","0"
"302","886","29/8/2017 14:07:16","23/7/2018 10:19:30","1","0","1","0"
"303","886","30/8/2017 11:45:40","20/6/2018 02:30:25","1","0","0","0"
"304","886","30/8/2017 13:38:33","31/5/2019 19:39:10","1","0","1","0"
"305","886","30/8/2017 14:14:01","30/6/2019 15:39:59","1","0","1","0"
"306","886","30/8/2017 15:01:45","19/3/2019 08:45:51","1","0","1","0"
"307","886","30/8/2017 16:58:15","20/6/2018 02:30:28","1","0","0","0"
"308","886","30/8/2017 20:02:37","20/6/2018 02:30:29","0","0","0","0"
"309","886","31/8/2017 13:40:15","20/6/2018 02:30:30","1","0","0","0"
"310","886","1/9/2017 02:42:15","20/6/2018 02:30:31","1","0","0","0"
"311","886","1/9/2017 03:30:45","6/5/2019 10:24:12","1","65","1","0"
"312","886","1/9/2017 03:33:13","20/6/2018 02:30:33","0","0","0","0"
"313","886","1/9/2017 04:26:31","20/6/2018 02:30:34","1","0","0","0"
"314","886","1/9/2017 09:07:06","20/6/2018 02:30:35","1","0","0","0"
"315","886","1/9/2017 09:52:16","20/6/2018 02:30:35","1","0","0","0"
"316","886","1/9/2017 10:53:52","25/6/2018 14:21:48","1","0","1","0"
"317","886","1/9/2017 11:33:30","20/6/2018 02:30:37","1","0","0","0"
"318","886","1/9/2017 11:38:50","20/6/2018 02:30:38","1","0","0","0"
"319","886","1/9/2017 11:51:58","20/6/2018 02:30:39","1","0","0","0"
"320","886","1/9/2017 12:14:35","20/6/2018 02:30:40","1","0","1","0"
"321","886","1/9/2017 12:17:37","20/6/2018 02:30:41","1","0","0","0"
"322","886","1/9/2017 12:22:30","20/6/2018 02:30:42","1","0","0","0"
"323","886","1/9/2017 12:33:01","20/6/2018 02:30:43","1","0","0","0"
"324","886","1/9/2017 13:00:56","20/6/2018 02:30:44","0","0","0","0"
"325","886","1/9/2017 13:01:29","20/6/2018 02:30:44","1","0","0","0"
"326","886","1/9/2017 13:38:58","11/7/2018 17:50:28","1","0","1","0"
"327","886","1/9/2017 13:46:05","20/6/2018 02:30:46","1","0","0","0"
"328","886","1/9/2017 14:10:15","31/5/2019 21:44:36","1","0","1","0"
"329","886","1/9/2017 14:18:08","30/4/2019 20:23:41","1","0","1","0"
"330","886","1/9/2017 14:27:55","20/6/2018 02:30:49","1","0","0","0"
"331","886","1/9/2017 14:28:00","20/6/2018 02:30:50","1","0","0","0"
"332","886","1/9/2017 14:28:13","8/4/2019 16:51:33","1","0","1","0"
"333","886","1/9/2017 14:38:52","25/9/2018 09:14:38","1","0","1","0"
"334","886","1/9/2017 15:22:00","20/6/2018 02:30:52","1","0","0","0"
"335","886","1/9/2017 15:22:36","20/6/2018 02:30:53","1","0","0","0"
"336","886","1/9/2017 15:45:46","20/6/2018 02:30:54","1","0","0","0"
"337","886","1/9/2017 15:54:27","20/6/2018 02:30:55","1","0","1","0"
"338","886","1/9/2017 16:00:19","20/6/2018 02:30:56","1","0","0","0"
"339","886","1/9/2017 16:03:13","20/6/2018 02:30:57","1","0","0","0"
"340","886","1/9/2017 16:16:55","20/6/2018 02:30:57","1","0","0","0"
"341","886","1/9/2017 17:00:09","21/6/2018 06:59:56","1","0","1","0"
"342","886","1/9/2017 17:00:41","2/4/2019 09:20:23","1","0","1","0"
"343","886","1/9/2017 17:02:47","4/3/2019 09:44:05","1","0","1","0"
"344","886","1/9/2017 17:15:18","20/6/2018 02:31:01","1","0","0","0"
"345","886","1/9/2017 17:23:24","20/6/2018 02:31:02","1","0","0","0"
"346","886","1/9/2017 17:51:28","27/5/2019 12:00:11","1","0","1","0"
"347","886","1/9/2017 17:53:50","26/4/2019 22:44:39","1","0","1","0"
"348","886","1/9/2017 18:05:39","20/6/2018 02:31:04","1","0","0","0"
